,language,overview,release_date,runtime,title,vote_average,vote_count,company,country,director,genre,star,writer
1847,en,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.",1995-08-18,101.0,Mortal Kombat,5.4,442,New Line Cinema,USA,Paul W.S. Anderson,Action,Christopher Lambert,Ed Boon
1848,en,"Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. As punishment, they are forced to escort a pair of socialites to the Hamptons, where they're going to be used as bait for a kidnapper. But when the girls realize the FBI's plan, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from African-American men into a pair of blonde, white women.",2004-06-23,109.0,White Chicks,6.3,679,Revolution Studios,USA,Keenen Ivory Wayans,Comedy,Marlon Wayans,Keenen Ivory Wayans
1849,en,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron, Matt King takes his daughters on a trip from Oahu to Kauai to confront the young real estate broker, who was having an affair with Elizabeth before her misfortune.",2011-09-09,115.0,The Descendants,6.7,934,Fox Searchlight Pictures,USA,Alexander Payne,Comedy,George Clooney,Alexander Payne
1850,en,"Stanley's family is cursed with bad luck. Unfairly sentenced to months of detention at Camp Green Lake, he and his campmates are forced by the warden to dig holes in order to build character. What they don't know is that they are digging holes in order to search for a lost treasure hidden somewhere in the camp.",2003-04-18,117.0,Holes,6.7,383,Walt Disney Pictures,USA,Andrew Davis,Adventure,Shia LaBeouf,Louis Sachar
1851,en,"A drama centered on a rebellious girl who is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.",2010-03-31,107.0,The Last Song,6.9,923,Touchstone Pictures,USA,Julie Anne Robinson,Drama,Miley Cyrus,Nicholas Sparks
1852,en,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",2013-10-18,134.0,12 Years a Slave,7.9,3674,Regency Enterprises,USA,Steve McQueen,Biography,Chiwetel Ejiofor,John Ridley
1853,en,"A fish-out-of-water comedy about a talented street drummer from Harlem who enrolls in a Southern university, expecting to lead its marching band's drumline to victory. He initially flounders in his new world, before realizing that it takes more than talent to reach the top.",2002-12-13,118.0,Drumline,6.2,116,Fox 2000 Pictures,USA,Charles Stone III,Comedy,Nick Cannon,Shawn Schepps
1854,en,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,1990-12-05,105.0,Edward Scissorhands,7.5,3601,Twentieth Century Fox Film Corporation,USA,Tim Burton,Drama,Johnny Depp,Tim Burton
1855,en,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",2016-06-02,110.0,Me Before You,7.6,2562,Metro-Goldwyn-Mayer (MGM),UK,Thea Sharrock,Drama,Emilia Clarke,Jojo Moyes
1856,en,A Wall Street investment banker who has been set up as the linchpin of his company's mob-backed Ponzi scheme is relocated with his family to Aunt Madea's southern home.,2012-06-29,114.0,Madea's Witness Protection,5.9,52,"Tyler Perry Company, The",USA,Tyler Perry,Comedy,Tyler Perry,Tyler Perry
1857,en,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun, and comedic self-indulgence.",2016-07-28,100.0,Bad Moms,6.3,1252,STX Entertainment,USA,Jon Lucas,Comedy,Mila Kunis,Jon Lucas
1858,en,"Spoof of romantic comedies which focuses on a man (Campbell), his crush (Hannigan), his parents (Coolidge, Willard), and her father (Griffin).",2006-02-17,83.0,Date Movie,3.6,222,New Regency Pictures,USA,Aaron Seltzer,Comedy,Alyson Hannigan,Jason Friedberg
1859,en,"Mowgli, missing the jungle and his old friends, runs away from the man village unaware of the danger he's in by going back to the wild.",2003-02-07,72.0,The Jungle Book 2,5.6,269,Disney Television Animation,USA,Steve Trenbirth,Animation,John Goodman,Karl Geurs
1860,en,"Every culture has one – the horrible monster fueling young children's nightmares. But for Tim, the Boogeyman still lives in his memories as a creature that devoured his father 16 years earlier. Is the Boogeyman real? Or did Tim make him up to explain why his father abandoned his family?",2005-02-04,89.0,Boogeyman,4.6,191,Screen Gems,USA,Stephen Kay,Drama,Barry Watson,Eric Kripke
1861,en,"A depressed housewife who learns her husband was killed in a car accident the day previously, awakens the next morning to find him alive and well at home, and then awakens the day after to a world in which he is still dead.",2007-02-08,96.0,Premonition,5.8,381,TriStar Pictures,USA,Mennan Yapo,Drama,Sandra Bullock,Bill Kelly
1862,en,"As it happens, everybody - Pooh, Piglet, Eeyore, Roo, Rabbit, Owl - is busy preparing a suitable winter home for Eeyore. When everything they do seems to get undone by Tigger's exuberant bouncing, Rabbit suggest Tigger go outside and find other tiggers to bounce with - a notion Tigger finds ridiculous because, after all, he's ""the onliest one"" Or is he?",2000-02-11,77.0,The Tigger Movie,6.3,143,Disney Television Animation,USA,Jun Falkenstein,Animation,Jim Cummings,A.A. Milne
1863,en,"A married couple with a rocky past adopt 9-year old, Esther to fill the void created by a recently-stillborn baby. However, Esther is not quite who she seems.",2009-07-24,123.0,Orphan,6.7,1261,Dark Castle Entertainment,USA,Jaume Collet-Serra,Horror,Vera Farmiga,David Leslie Johnson
1864,en,A dog that helped soldiers in Afghanistan returns to the U.S. and is adopted by his handler's family after suffering a traumatic experience.,2015-06-26,111.0,Max,6.8,276,AAMPI Inc.,Hungary,Menno Meyjes,Drama,John Cusack,Menno Meyjes
1865,en,A dog that helped soldiers in Afghanistan returns to the U.S. and is adopted by his handler's family after suffering a traumatic experience.,2015-06-26,111.0,Max,6.8,276,Metro-Goldwyn-Mayer (MGM),USA,Boaz Yakin,Adventure,Thomas Haden Church,Boaz Yakin
1866,en,"When Edward, Peter, Lucy and Susan each follow their own path, they end up finding themselves at Willy's Chocolate factory. Walking through a wardrobe, they discover the world of Gnarnia, which is ruled by the White Bitch. Meeting up with characters such as Harry Potter and Captain Jack Swallows, the newly reunited family must team up with Aslo, a wise-but-horny lion to stop the white bitch's army",2007-01-25,86.0,Epic Movie,3.2,326,Regency Enterprises,USA,Jason Friedberg,Adventure,Kal Penn,Jason Friedberg
1867,en,"The true story of how The Boston Globe uncovered the massive scandal of child abuse and the cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",2015-11-06,128.0,Spotlight,7.8,2686,Participant Media,USA,Tom McCarthy,Crime,Mark Ruffalo,Josh Singer
1868,en,"A young interracial couple has just moved into their California dream home when they become the target of their next-door neighbor, who disapproves of their relationship. A tightly wound LAPD officer has appointed himself the watchdog of the neighborhood. His nightly foot patrols and overly watchful eyes bring comfort to some, but he becomes increasingly aggressive to the newlyweds. These persistent intrusions into their lives cause the couple to fight back.",2008-09-19,110.0,Lakeview Terrace,5.9,292,Screen Gems,USA,Neil LaBute,Crime,Samuel L. Jackson,David Loughery
1869,en,"In Tokyo, a young woman is exposed to the same mysterious curse that afflicted her sister. The supernatural force, which fills a person with rage before spreading to its next victim, brings together a group of previously unrelated people who attempt to unlock its secret to save their lives.",2006-10-13,102.0,The Grudge 2,5.2,283,Columbia Pictures Corporation,USA,Takashi Shimizu,Horror,Amber Tamblyn,Stephen Susco
1870,en,"Through good times and bad, Stella and Delilah have always had each other. Now, Stella's so busy building a life that she's forgotten how to really live. But Delilah is about to change all that. What starts as a quick trip to Jamaica, end as an exhilarating voyage of self discovery as Stella learns to open her heart and find love - even if it's with a man 20 years her junior.",1998-08-14,124.0,How Stella Got Her Groove Back,6.0,24,Twentieth Century Fox Film Corporation,USA,Kevin Rodney Sullivan,Comedy,Angela Bassett,Terry McMillan
1871,en,"Amiable slackers Bill and Ted are once again roped into a fantastical adventure when De Nomolos, a villain from the future, sends evil robot duplicates of the two lads to terminate and replace them. The robot doubles actually succeed in killing Bill and Ted, but the two are determined to escape the afterlife, challenging the Grim Reaper to a series of games in order to return to the land of the living.",1991-07-19,98.0,Bill & Ted's Bogus Journey,5.9,308,Interscope Communications,USA,Peter Hewitt,Adventure,Keanu Reeves,Chris Matheson
1872,en,"The irreverent host of a political satire talk show decides to run for president and expose corruption in Washington. His stunt goes further than he expects when he actually wins the election, but a software engineer suspects that a computer glitch is responsible for his surprising victory.",2006-10-09,115.0,Man of the Year,5.8,129,Universal Pictures,USA,Barry Levinson,Comedy,Robin Williams,Barry Levinson
1873,en,"Dispatched to a small Italian town to await further orders, assassin Jack embarks on a double life that may be more relaxing than is good for him.",2010-08-31,104.0,The American,5.8,481,Focus Features,USA,Anton Corbijn,Crime,George Clooney,Rowan Joffe
1874,en,"In this biographical drama, Selena Quintanilla is born into a musical Mexican-American family in Texas. Her father, Abraham, realizes that his young daughter is talented and begins performing with her at small venues. She finds success and falls for her guitarist, Chris Perez, who draws the ire of her father. Seeking mainstream stardom, Selena begins recording an English-language album which, tragically, she would never complete.",1997-03-21,127.0,Selena,7.0,114,Q Productions,USA,Gregory Nava,Biography,Jennifer Lopez,Gregory Nava
1875,en,"Becca, an anxious, non-vampire teen is torn between two boys. Before she can choose, Becca must get around her controlling father, who embarrasses Becca by treating her like a child. Meanwhile, Becca's friends contend with their own romantic issues - all of which collide at the prom.",2010-08-18,82.0,Vampires Suck,4.2,315,Regency Enterprises,USA,Jason Friedberg,Adventure,Jenn Proske,Jason Friedberg
1876,en,"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",2006-09-08,143.0,Babel,6.9,1055,Paramount Pictures,France,Alejandro Gonz犰ez I襻rritu,Drama,Brad Pitt,Guillermo Arriaga
1877,en,"When their father passes away, four grown, world-weary siblings return to their childhood home and are requested -- with an admonition -- to stay there together for a week, along with their free-speaking mother and a collection of spouses, exes and might-have-beens. As the brothers and sisters re-examine their shared history and the status of each tattered relationship among those who know and love them best, they reconnect in hysterically funny and emotionally significant ways.",2014-09-10,103.0,This Is Where I Leave You,6.5,505,21 Laps Entertainment,USA,Shawn Levy,Comedy,Jason Bateman,Jonathan Tropper
1878,en,"In 1964, a Catholic school nun questions a priest's ambiguous relationship with a troubled young student, suspecting him of abuse. He denies the charges, and much of the film's quick-fire dialogue tackles themes of religion, morality, and authority.",2008-11-27,104.0,Doubt,7.0,435,Goodspeed Productions,USA,John Patrick Shanley,Drama,Meryl Streep,John Patrick Shanley
1879,en,"Team America World Police follows an international police force dedicated to maintaining global stability. Learning that dictator Kim Jong il is out to destroy the world, the team recruits Broadway star Gary Johnston to go undercover. With the help of Team America, Gary manages to uncover the plan to destroy the world. Will Team America be able to save it in time? It stars… Samuel L Jackson, Tim Robbins, Sean Penn, Michael Moore, Helen Hunt, Matt Damon, Susan Sarandon, George Clooney, Danny Glover, Ethan Hawke, Alec Baldwin… or does it?",2004-10-10,98.0,Team America: World Police,6.6,660,Paramount Pictures,USA,Trey Parker,Action,Trey Parker,Trey Parker
1880,en,"A young woman learns that she has inherited a Texas estate from her deceased grandmother. After embarking on a road trip with friends to uncover her roots, she finds she is the sole owner of a lavish, isolated Victorian mansion. But her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansion’s dank cellars.",2013-01-03,92.0,Texas Chainsaw 3D,5.3,465,Lionsgate,USA,John Luessenhop,Horror,Alexandra Daddario,Adam Marcus
1881,en,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,1995-10-27,124.0,Copycat,6.4,194,Regency Enterprises,USA,Jon Amiel,Drama,Sigourney Weaver,Ann Biderman
1882,en,"Home with their newly-formed family, happy parents Dan and Jody are haunted by sinister, paranormal activities. Determined to expel the insidious force, they install security cameras and discover their family is being stalked by an evil dead demon.",2013-04-11,86.0,Scary Movie 5,4.6,793,Dimension Films,USA,Malcolm D. Lee,Comedy,Simon Rex,David Zucker
1883,en,"The story of California's first openly gay elected official, Harvey Milk, who  became an outspoken agent for change, seeking equal rights and opportunities for all. His great love for the city and its people brought him backing from young and old, straight and gay, alike – at a time when prejudice and violence against gays was openly accepted as the norm.",2008-11-26,128.0,Milk,7.1,612,Focus Features,USA,Gus Van Sant,Biography,Sean Penn,Dustin Lance Black
1884,en,"Follows the epic Biblical story of the Resurrection, as told through the eyes of a non-believer. Clavius, a powerful Roman Military Tribune, and his aide Lucius, are tasked with solving the mystery of what happened to Jesus in the weeks following the crucifixion, in order to disprove the rumors of a risen Messiah and prevent an uprising in Jerusalem.",2016-02-19,107.0,Risen,5.7,295,LD Entertainment,USA,Kevin Reynolds,Action,Joseph Fiennes,Kevin Reynolds
1885,en,"After discovering a passenger ship missing since 1962 floating adrift on the Bering Sea, salvagers claim the vessel as their own. Once they begin towing the ghost ship towards harbor, a series of bizarre occurrences happen and the group becomes trapped inside the ship, which they soon learn is inhabited by a demonic creature.",2002-10-25,91.0,Ghost Ship,5.3,531,Warner Bros.,USA,Steve Beck,Horror,Julianna Margulies,Mark Hanlon
1886,en,"When teen-socialite Kelly Van Ryan (Richards) and troubled bad girl Suzie Toller (Campbell) accuse guidance counselor Sam Lombardo (Dillon) of rape, he's suspended by the school, rejected by the town, and fighting to get his life back. One cop (Bacon) suspects conspiracy, but nothing is what it seems...",1998-03-20,108.0,Wild Things,6.3,444,Mandalay Entertainment,USA,John McNaughton,Crime,Kevin Bacon,Stephen Peters
1887,en,"Michael Harding (Penn Badgley) returns home from military school to find his mother (Sela Ward) happily in love and living with her new boyfriend, David (Dylan Walsh). As the two men get to know each other, Michael becomes more and more suspicious of the man who is always there with a helpful hand. Is he really the man of her dreams or could David be hiding a dark side?",2009-10-16,101.0,The Stepfather,5.4,167,Incorporated Television Company (ITC),UK,Joseph Ruben,Horror,Terry O'Quinn,Carolyn Lefcourt
1888,en,"Michael Harding (Penn Badgley) returns home from military school to find his mother (Sela Ward) happily in love and living with her new boyfriend, David (Dylan Walsh). As the two men get to know each other, Michael becomes more and more suspicious of the man who is always there with a helpful hand. Is he really the man of her dreams or could David be hiding a dark side?",2009-10-16,101.0,The Stepfather,5.4,167,Screen Gems,USA,Nelson McCormick,Crime,Penn Badgley,J.S. Cardone
1889,en,"Rachel Singer is a former Mossad agent who tried to capture a notorious Nazi war criminal – the Surgeon of Birkenau – in a secret Israeli mission that ended with his death on the streets of East Berlin. Now, 30 years later, a man claiming to be the doctor has surfaced, and Rachel must return to Eastern Europe to uncover the truth. Overwhelmed by haunting memories of her younger self and her two fellow agents, the still-celebrated heroine must relive the trauma of those events and confront the debt she has incurred.",2010-04-11,113.0,The Debt,6.3,257,Miramax,USA,John Madden,Drama,Helen Mirren,Matthew Vaughn
1890,en,"When record store owner Rob Gordon gets dumped by his girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in an attempt to figure out what went wrong. As Rob seeks out his former lovers to find out why they left, he keeps up his efforts to win Laura back.",2000-03-17,113.0,High Fidelity,7.0,628,Touchstone Pictures,UK,Stephen Frears,Comedy,John Cusack,Nick Hornby
1891,en,"Several people start receiving voice-mails from their future selves -- messages which include the date, time, and some of the details of their deaths.",2008-01-04,87.0,One Missed Call,4.7,171,Alcon Entertainment,Japan,Eric Valette,Horror,Edward Burns,Andrew Klavan
1892,en,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",1996-01-12,101.0,Eye for an Eye,5.8,63,Paramount Pictures,USA,John Schlesinger,Crime,Sally Field,Erika Holzer
1893,en,"Terry is a small-time car dealer trying to leave his shady past behind and start a family. Martine is a beautiful model from Terry's old neighbourhood who knows that Terry is no angel. When Martine proposes a foolproof plan to rob a bank, Terry recognises the danger but realises this may be the opportunity of a lifetime. As the resourceful band of thieves burrows its way into a safe-deposit vault at a Lloyds Bank, they quickly realise that, besides millions in riches, the boxes also contain secrets that implicate everyone from London's most notorious underworld gangsters to powerful government figures, and even the Royal Family. Although the heist makes headlines throughout Britain for several days, a government gag order eventually brings all reporting of the case to an immediate halt.",2008-02-28,112.0,The Bank Job,6.6,697,Mosaic Media Group,UK,Roger Donaldson,Crime,Jason Statham,Dick Clement
1894,en,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",2004-03-19,108.0,Eternal Sunshine of the Spotless Mind,7.9,3652,Focus Features,USA,Michel Gondry,Drama,Jim Carrey,Charlie Kaufman
1895,en,"History -- make that high school -- may repeat itself when Marni learns that Joanna, the mean girl from her past, is set to be her sister-in-law. Before the wedding bells toll, Marni must show her brother that a tiger doesn't change its stripes. On Marni's side is her mother, while Joanna's backed by her wealthy aunt.",2010-09-24,105.0,You Again,6.0,368,Touchstone Pictures,USA,Andy Fickman,Comedy,Kristen Bell,Moe Jelline
1896,en,"Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him.",2008-04-10,109.0,Street Kings,6.3,363,Fox Searchlight Pictures,USA,David Ayer,Action,Keanu Reeves,James Ellroy
1897,en,Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival.,2013-07-18,109.0,The World's End,6.7,1778,Universal Pictures,UK,Edgar Wright,Action,Simon Pegg,Simon Pegg
1898,en,Intrepid teenage private eye Nancy Drew heads to Tinseltown with her father to investigate the unsolved murder of a movie star in this old-fashioned whodunit based on Carolyn Keene's popular series of books for young adults. But can the small-town girl cut through the Hollywood hype to solve the case?,2007-06-15,99.0,Nancy Drew,5.8,143,Warner Bros.,USA,Andrew Fleming,Comedy,Emma Roberts,Andrew Fleming
1899,en,"When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever.",2010-03-11,104.0,She's Out of My League,5.9,525,DreamWorks,USA,Jim Field Smith,Comedy,Jay Baruchel,Sean Anders
1900,en,"After the mysterious, brutal death of an old friend, a group of teenagers find themselves in possession of ""Stay Alive,"" an ultra-realistic 3-D videogame based on the spine-chilling true story of a 17th century noblewoman, known as ""The Blood Countess."" The gamers don't know anything about the game other than they're not supposed to have it... and they're dying to play it. Not able to resist temptation, the kids begin to play the grisly game but soon make a chilling connection -- they are each being murdered one-by-one in the same way as the characters they played in the game. As the line between the game world and the real world disappears, the teens must find a way to defeat the vicious and merciless Blood Countess, all the while trying to... stay alive.",2006-03-24,100.0,Stay Alive,5.3,155,Hollywood Pictures,USA,William Brent Bell,Horror,Jon Foster,William Brent Bell
1901,en,"American Matt Quigley answers Australian land baron Elliott Marston's ad for a sharpshooter to kill the dingoes on his property. But when Quigley finds out that Marston's real target is the aborigines, Quigley hits the road. Now, even American expatriate Crazy Cora can't keep Quigley safe in his cat-and-mouse game with the homicidal Marston.",1990-10-17,119.0,Quigley Down Under,6.5,119,Path Entertainment,Australia,Simon Wincer,Action,Tom Selleck,John Hill
1902,en,"Two mismatched wolves embark on a cross-country quest to get back home and restore peace in their pack after being relocated thousands of miles away by well-meaning park rangers. Quick-witted Humphrey (voice of Justin Long) likes to frolic with friends and play video games with squirrels; disciplined Kate (voice of Hayden Panettiere) likes to call the shots and hunt caribou. Normally, an omega wolf like Humphrey would never stand a chance with an alpha wolf like Kate, but when they're both transported halfway across the country they must work together to get back to their natural habitat. And it won't be easy either, because the one thing Humphrey and Kate can agree on is that they don't have anything in common. Perhaps by working together toward a common goal, however, the two contentious traveling companions will finally realize that even lone wolves can use a helping paw every once in a while.",2010-09-17,88.0,Alpha and Omega,5.3,124,Lions Gate Family Entertainment,USA,Anthony Bell,Animation,Hayden Panettiere,Chris Denk
1903,en,Four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out. Another great force they must contend with is the jealousy and suspicion that threatens to tear them apart.,2006-09-08,97.0,The Covenant,5.2,288,Screen Gems,USA,Renny Harlin,Action,Steven Strait,J.S. Cardone
1904,en,"A young boy's discovery of a colorful, wish-granting rock causes chaos in the suburban town of Black Falls when jealous kids and scheming adults alike set out to get their hands on it.",2009-08-21,89.0,Shorts,5.1,44,Warner Bros.,USA,Robert Rodriguez,Comedy,Jimmy Bennett,Robert Rodriguez
1905,en,"Susan wants to work in television and will therefore do anything it takes, even if it means killing her husband. A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role.",1995-05-20,106.0,To Die For,6.7,175,Columbia Pictures Corporation,USA,Gus Van Sant,Comedy,Nicole Kidman,Joyce Maynard
1906,en,"Industrious high school senior, Vee Delmonico, has had it with living life on the sidelines. When pressured by friends to join the popular online game Nerve, Vee decides to sign up for just one dare in what seems like harmless fun. But as she finds herself caught up in the thrill of the adrenaline-fueled competition partnered with a mysterious stranger, the game begins to take a sinister turn with increasingly dangerous acts, leading her into a high stakes finale that will determine her entire future.",2016-07-27,96.0,Nerve,7.1,2181,Allison Shearmur Productions,USA,Henry Joost,Adventure,Emma Roberts,Jeanne Ryan
1907,en,Two friends hired to police a small town that is suffering under the rule of a rancher find their job complicated by the arrival of a young widow.,2008-09-12,115.0,Appaloosa,6.3,299,New Line Cinema,USA,Ed Harris,Crime,Ed Harris,Robert Knott
1908,en,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,1998-04-15,108.0,Vampires,5.8,255,Film Office,USA,John Carpenter,Action,James Woods,John Steakley
1909,en,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.",1960-06-16,109.0,Psycho,8.2,2320,Universal Pictures,USA,Gus Van Sant,Horror,Vince Vaughn,Robert Bloch
1910,en,"When Dustin's girlfriend, Alexis, breaks up with him, he employs his best buddy, Tank, to take her out on the worst rebound date imaginable in the hopes that it will send her running back into his arms. But when Tank begins to really fall for Alexis, he finds himself in an impossible position.",2008-09-19,101.0,My Best Friend's Girl,5.4,220,Lionsgate,USA,Howard Deutch,Comedy,Kate Hudson,Jordan Cahan
1911,en,A privileged girl and a charismatic boy's instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,2014-02-12,103.0,Endless Love,6.7,542,Bluegrass Films,USA,Shana Feste,Drama,Gabriella Wilde,Shana Feste
1912,en,"Georgia Rule follows a rebellious, uncontrollable teenager who is hauled off by her dysfunctional mother to spend the summer with her grandmother. Her journey will lead all three women to revelations of buried family secrets and an understanding that - regardless what happens - the ties that bind can never be broken.",2007-05-11,113.0,Georgia Rule,5.6,130,Morgan Creek Productions,USA,Garry Marshall,Comedy,Jane Fonda,Mark Andrus
1913,en,"Simon Birch tells the story of Joe and Simon's heart-warming journey of friendship. Simon Birch was born with a condition that makes him much smaller than all the other kids in town. Now, due to his condition, Simon thinks God made him this way for a reason and highly believes in God. Together, Joe and Simon go on a journey of trust and friendship to find the answers to many things. Their friendship is put to the test when some unfortunate events happen.",1998-09-11,114.0,Simon Birch,6.5,52,Hollywood Pictures,USA,Mark Steven Johnson,Comedy,Ian Michael Smith,Mark Steven Johnson
1914,en,A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.,2007-03-23,124.0,Reign Over Me,7.1,334,Relativity Media,USA,Mike Binder,Drama,Adam Sandler,Mike Binder
1915,en,"The true story of top student and athlete, Christopher McCandless, who after graduating from Emory University in 1992, abandoned his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness.",2007-09-11,148.0,Into the Wild,7.8,3045,Paramount Vantage,USA,Sean Penn,Adventure,Emile Hirsch,Sean Penn
1916,en,"A young guy short on luck, enrolls in a class to build confidence to help win over the girl of his dreams, which becomes complicated when his teacher has the same agenda.",2006-09-29,100.0,School for Scoundrels,5.6,111,Dimension Films,USA,Todd Phillips,Comedy,Billy Bob Thornton,Todd Phillips
1917,en,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",1996-01-19,108.0,From Dusk Till Dawn,6.9,1603,Dimension Films,USA,Robert Rodriguez,Action,Harvey Keitel,Robert Kurtzman
1918,en,"After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics.",1995-11-02,103.0,Home for the Holidays,6.3,39,Paramount Pictures,USA,Jodie Foster,Comedy,Holly Hunter,Chris Radant
1919,cn,"Set in Canton, China in the 1940s, the story revolves in a town ruled by the Axe Gang, Sing who desperately wants to become a member. He stumbles into a slum ruled by eccentric landlords who turns out to be the greatest kung-fu masters in disguise. Sing's actions eventually cause the Axe Gang and the slumlords to engage in an explosive kung-fu battle. Only one side will win and only one hero will emerge as the greatest kung-fu master of all.",2004-02-10,99.0,Kung Fu Hustle,7.2,831,Columbia Pictures Film Production Asia,Hong Kong,Stephen Chow,Action,Stephen Chow,Stephen Chow
1920,en,"For Beary Barrington, The Country Bears' young #1 fan, fitting in with his all-too-human family is proving im-paws-ible. When he runs away to find Country Bear Hall and his heroes, he discovers the venue that made them famous is near foreclosure. Beary hightails it over the river and through the woods to get the Bears in the Band back together for an all-out reunion concert to save Country Bear Hall.",2002-07-26,88.0,The Country Bears,4.3,20,Walt Disney Pictures,USA,Peter Hastings,Comedy,Haley Joel Osment,Mark Perez
1921,en,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.",2007-10-14,128.0,The Kite Runner,7.3,394,DreamWorks,USA,Marc Forster,Drama,Khalid Abdalla,David Benioff
1922,en,"This is the story of three gentle persons: Paul Rivers an ailing mathematician lovelessly married to an English émigré, Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girls, and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever.",2003-09-06,124.0,21 Grams,7.2,918,This Is That Productions,USA,Alejandro Gonz犰ez I襻rritu,Crime,Sean Penn,Guillermo Arriaga
1923,en,"Paul Morse is a good guy. When his friends throw him a wild bachelor party, he just wants to keep his conscience clean -- which is why he's shocked when he wakes up in bed with a beautiful girl named Becky and can't remember the night before. Desperate to keep his fiancée, Karen, from finding out what may or may not be the truth, he tells her a teensy lie. Soon his lies are spiraling out of control and his life is a series of comical misunderstandings.",2003-01-17,101.0,A Guy Thing,5.3,83,Metro-Goldwyn-Mayer (MGM),USA,Chris Koch,Comedy,Jason Lee,Greg Glienna
1924,en,"On a university scholarship, a good natured student from the midwest gets a crash course in city life while dealing with three evil roommates. He befriends a virtually homeless college student whom he falls for, but she's dating a nasty professor.",2000-07-21,98.0,Loser,5.0,120,Branti Film Productions,USA,Amy Heckerling,Comedy,Jason Biggs,Amy Heckerling
1925,en,"A tight-knit team of FBI investigators, along with their District Attorney supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",2015-10-14,111.0,Secret in Their Eyes,6.2,336,IM Global,USA,Billy Ray,Crime,Chiwetel Ejiofor,Billy Ray
